,SourceFilePath,DestinationFilePath,NoOfTimeChanged,NormalizedChange,RepoName,RepoUrl
0,lib/rspec/rails/example/controller_example_group.rb,lib/rspec/rails/example/request_example_group.rb,48,0.34285714285714286,rspec-rails,git://github.com/rspec/rspec-rails.git
1,lib/rspec/rails/example/controller_example_group.rb,example_app_template.rb,5,0.03571428571428571,rspec-rails,git://github.com/rspec/rspec-rails.git
2,lib/rspec/rails/example/controller_example_group.rb,lib/generators/rspec-rails.rb,1,0.007142857142857143,rspec-rails,git://github.com/rspec/rspec-rails.git
3,lib/rspec/rails/example/controller_example_group.rb,lib/generators/rspec-rails/controller/controller_generator.rb,1,0.007142857142857143,rspec-rails,git://github.com/rspec/rspec-rails.git
4,lib/rspec/rails/example/controller_example_group.rb,lib/generators/rspec-rails/controller/templates/controller_spec.rb,1,0.007142857142857143,rspec-rails,git://github.com/rspec/rspec-rails.git
5,lib/rspec/rails/example/controller_example_group.rb,lib/generators/rspec-rails/controller/templates/view_spec.rb,1,0.007142857142857143,rspec-rails,git://github.com/rspec/rspec-rails.git
6,lib/rspec/rails/example/controller_example_group.rb,lib/generators/rspec-rails/helper/helper_generator.rb,1,0.007142857142857143,rspec-rails,git://github.com/rspec/rspec-rails.git
7,lib/rspec/rails/example/controller_example_group.rb,lib/generators/rspec-rails/helper/templates/helper_spec.rb,1,0.007142857142857143,rspec-rails,git://github.com/rspec/rspec-rails.git
8,lib/rspec/rails/example/controller_example_group.rb,lib/generators/rspec-rails/install/install_generator.rb,1,0.007142857142857143,rspec-rails,git://github.com/rspec/rspec-rails.git
9,lib/rspec/rails/example/controller_example_group.rb,lib/generators/rspec-rails/install/templates/lib/tasks/rspec.rake,1,0.007142857142857143,rspec-rails,git://github.com/rspec/rspec-rails.git
10,lib/rspec/rails/example/controller_example_group.rb,lib/generators/rspec-rails/install/templates/script/autospec.tt,1,0.007142857142857143,rspec-rails,git://github.com/rspec/rspec-rails.git
11,lib/rspec/rails/example/controller_example_group.rb,lib/generators/rspec-rails/install/templates/script/spec.tt,1,0.007142857142857143,rspec-rails,git://github.com/rspec/rspec-rails.git
12,lib/rspec/rails/example/controller_example_group.rb,lib/generators/rspec-rails/install/templates/script/spec_server.tt,1,0.007142857142857143,rspec-rails,git://github.com/rspec/rspec-rails.git
